11
4 4 3
83 84 477 50
83 85 0 452
83 81 391 252
84 79 85 177
84 88 0 437
84 75 15 261
84 89 0 140
84 85 472 246
84 86 389 440
84 82 65 329
84 87 339 250
84 80 253 42
84 78 87 249
84 81 340 284
85 78 205 64
85 75 175 103
85 88 354 175
85 76 24 77
85 83 19 336
85 86 77 32
85 84 0 375
85 77 0 149
85 82 0 295
86 88 111 331
86 78 297 393
86 82 258 10
86 79 175 85
86 89 74 329
86 75 0 28
86 87 0 121
86 83 52 463
86 76 419 244
86 84 301 26
86 77 0 139
87 86 87 399
87 80 145 133
87 82 137 139
87 89 267 466
87 81 252 257
87 83 0 271
87 78 59 269
87 84 449 217
87 76 0 361
88 87 438 40
88 80 0 348
88 85 0 339
88 84 476 418
88 79 443 57
88 82 214 25
88 75 391 158
88 86 0 167
88 76 0 231
88 78 30 208
88 83 477 217
89 84 464 363
89 81 0 183
89 86 0 98
89 83 0 320
89 79 319 247
89 88 0 249
89 78 335 198
89 87 0 470
89 82 247 473
89 75 129 144
89 77 278 70
89 80 63 196
89 0 260 375
60 3540 1
0 1 3 425
0 2 0 14
0 3 48 298
0 4 21 317
0 5 14 258
0 6 51 203
0 7 86 221
0 8 18 289
0 9 50 331
0 10 27 359
0 11 7 282
0 12 9 378
0 13 10 164
0 14 33 128
0 15 24 377
0 16 53 37
0 17 0 216
0 18 59 204
0 19 8 295
0 20 78 244
0 21 38 192
0 22 88 228
0 23 46 230
0 24 35 70
0 25 0 244
0 26 88 235
0 27 95 165
0 28 60 242
0 29 20 371
0 30 11 299
0 31 12 365
0 32 0 384
0 33 134 61
0 34 56 279
0 35 60 85
0 36 96 69
0 37 0 188
0 38 0 248
0 39 102 208
0 40 10 233
0 41 45 328
0 42 0 89
0 43 33 294
0 44 39 338
0 45 33 185
0 46 27 339
0 47 25 376
0 48 38 326
0 49 44 321
0 50 0 149
0 51 76 265
0 52 107 163
0 53 0 21
0 54 7 257
0 55 26 243
0 56 34 253
0 57 98 213
0 58 12 92
0 59 0 217
1 0 3 425
1 2 3 414
1 3 73 252
1 4 138 109
1 5 24 207
1 6 83 240
1 7 62 206
1 8 30 192
1 9 97 103
1 10 0 81
1 11 56 170
1 12 0 62
1 13 45 299
1 14 6 315
1 15 11 64
1 16 0 388
1 17 60 274
1 18 34 278
1 19 68 132
1 20 76 223
1 21 28 233
1 22 14 198
1 23 10 218
1 24 19 358
1 25 19 197
1 26 83 199
1 27 5 263
1 28 40 189
1 29 22 58
1 30 95 225
1 31 52 89
1 32 0 41
1 33 34 364
1 34 71 219
1 35 26 340
1 36 0 358
1 37 52 253
1 38 56 219
1 39 32 268
1 40 100 192
1 41 36 107
1 42 32 352
1 43 0 139
1 44 29 131
1 45 25 274
1 46 136 139
1 47 148 52
1 48 78 146
1 49 71 119
1 50 16 316
1 51 61 241
1 52 20 314
1 53 0 409
1 54 0 168
1 55 43 188
1 56 39 227
1 57 0 222
1 58 26 335
1 59 21 239
2 0 87 14
2 1 8 414
2 3 0 284
2 4 53 307
2 5 78 245
2 6 30 196
2 7 40 209
2 8 15 283
2 9 47 322
2 10 41 348
2 11 68 274
2 12 11 368
2 13 95 150
2 14 124 123
2 15 11 365
2 16 30 29
2 17 18 213
2 18 0 201
2 19 45 285
2 20 0 230
2 21 0 182
2 22 0 217
2 23 75 217
2 24 125 64
2 25 12 231
2 26 85 223
2 27 78 156
2 28 20 230
2 29 0 362
2 30 39 285
2 31 4 353
2 32 18 374
2 33 33 50
2 34 57 274
2 35 132 74
2 36 0 57
2 37 0 175
2 38 19 234
2 39 55 194
2 40 20 223
2 41 0 319
2 42 125 75
2 43 4 283
2 44 19 331
2 45 65 172
2 46 0 326
2 47 6 365
2 48 48 313
2 49 0 312
2 50 108 147
2 51 16 261
2 52 95 149
2 53 130 24
2 54 0 246
2 55 83 234
2 56 0 240
2 57 113 200
2 58 124 80
2 59 13 204
3 0 24 298
3 1 52 252
3 2 21 284
3 4 0 201
3 5 115 80
3 6 0 242
3 7 70 155
3 8 73 285
3 9 81 230
3 10 46 174
3 11 76 250
3 12 0 251
3 13 5 135
3 14 0 263
3 15 89 189
3 16 24 270
3 17 48 302
3 18 20 295
3 19 113 201
3 20 0 79
3 21 112 188
3 22 0 158
3 23 0 105
3 24 37 261
3 25 145 116
3 26 147 129
3 27 29 216
3 28 0 138
3 29 9 235
3 30 169 28
3 31 100 164
3 32 83 229
3 33 32 245
3 34 0 302
3 35 27 226
3 36 71 236
3 37 100 132
3 38 70 78
3 39 0 93
3 40 94 177
3 41 49 229
3 42 49 209
3 43 92 144
3 44 0 275
3 45 83 118
3 46 87 113
3 47 66 206
3 48 83 107
3 49 49 236
3 50 6 288
3 51 41 312
3 52 0 135
3 53 16 294
3 54 83 168
3 55 11 209
3 56 117 63
3 57 36 132
3 58 17 218
3 59 109 100
4 0 56 317
4 1 49 109
4 2 0 307
4 3 42 201
4 5 41 131
4 6 40 133
4 7 64 103
4 8 133 108
4 9 140 28
4 10 87 69
4 11 0 76
4 12 143 64
4 13 93 204
4 14 87 206
4 15 45 78
4 16 58 280
4 17 26 175
4 18 0 177
4 19 199 23
4 20 92 144
4 21 113 125
4 22 14 94
4 23 0 130
4 24 8 249
4 25 155 107
4 26 40 104
4 27 82 154
4 28 75 92
4 29 30 55
4 30 39 174
4 31 155 85
4 32 116 68
4 33 7 257
4 34 146 134
4 35 0 233
4 36 11 251
4 37 0 155
4 38 127 141
4 39 116 182
4 40 88 84
4 41 43 28
4 42 73 249
4 43 0 58
4 44 134 75
4 45 58 181
4 46 70 110
4 47 121 67
4 48 81 107
4 49 21 36
4 50 90 209
4 51 32 153
4 52 57 221
4 53 52 301
4 54 0 63
4 55 32 79
4 56 46 154
4 57 99 124
4 58 98 229
4 59 44 150
5 0 31 258
5 1 101 207
5 2 0 245
5 3 0 80
5 4 99 131
5 6 83 164
5 7 106 76
5 8 81 205
5 9 76 159
5 10 135 127
5 11 60 171
5 12 16 189
5 13 125 102
5 14 13 195
5 15 0 145
5 16 0 225
5 17 75 224
5 18 102 218
5 19 60 126
5 20 0 17
5 21 115 112
5 22 113 79
5 23 190 31
5 24 109 207
5 25 4 36
5 26 24 50
5 27 99 143
5 28 0 57
5 29 39 174
5 30 0 60
5 31 0 124
5 32 38 175
5 33 5 199
5 34 78 222
5 35 92 176
5 36 73 190
5 37 148 71
5 38 134 13
5 39 24 63
5 40 37 97
5 41 105 158
5 42 15 171
5 43 34 75
5 44 55 201
5 45 56 76
5 46 59 84
5 47 44 155
5 48 7 72
5 49 8 162
5 50 0 217
5 51 99 231
5 52 18 113
5 53 0 249
5 54 14 88
5 55 62 129
5 56 9 23
5 57 120 58
5 58 52 169
5 59 143 41
6 0 87 203
6 1 50 240
6 2 15 196
6 3 71 242
6 4 84 133
6 5 102 164
6 7 51 88
6 8 65 88
6 9 0 139
6 10 24 195
6 11 73 80
6 12 107 185
6 13 88 159
6 14 142 78
6 15 0 209
6 16 67 167
6 17 157 60
6 18 153 54
6 19 11 110
6 20 76 163
6 21 82 56
6 22 0 86
6 23 112 137
6 24 0 133
6 25 0 129
6 26 105 115
6 27 4 47
6 28 132 110
6 29 0 183
6 30 45 224
6 31 87 207
6 32 16 200
6 33 0 150
6 34 24 85
6 35 0 131
6 36 0 149
6 37 83 122
6 38 9 164
6 39 84 170
6 40 122 72
6 41 28 135
6 42 24 161
6 43 71 142
6 44 113 136
6 45 74 151
6 46 30 207
6 47 4 200
6 48 0 197
6 49 63 125
6 50 38 76
6 51 0 82
6 52 83 177
6 53 22 184
6 54 0 95
6 55 98 55
6 56 26 179
6 57 150 110
6 58 9 131
6 59 31 146
7 0 75 221
7 1 0 206
7 2 111 209
7 3 107 155
7 4 32 103
7 5 145 76
7 6 87 88
7 8 8 139
7 9 61 125
7 10 98 139
7 11 9 109
7 12 8 167
7 13 159 105
7 14 51 130
7 15 0 156
7 16 23 184
7 17 30 148
7 18 26 142
7 19 39 85
7 20 0 76
7 21 17 40
7 22 170 9
7 23 116 51
7 24 52 158
7 25 106 41
7 26 18 27
7 27 93 74
7 28 79 25
7 29 79 157
7 30 76 136
7 31 94 145
7 32 77 167
7 33 0 160
7 34 38 152
7 35 143 135
7 36 136 153
7 37 0 55
7 38 171 77
7 39 100 95
7 40 156 27
7 41 128 122
7 42 107 147
7 43 150 74
7 44 39 152
7 45 168 85
7 46 110 130
7 47 66 156
7 48 0 118
7 49 115 120
7 50 11 147
7 51 103 158
7 52 58 122
7 53 9 207
7 54 168 40
7 55 50 59
7 56 88 92
7 57 37 28
7 58 60 130
7 59 0 65
8 0 0 289
8 1 15 192
8 2 60 283
8 3 0 285
8 4 47 108
8 5 10 205
8 6 42 88
8 7 30 139
8 9 136 94
8 10 15 177
8 11 31 35
8 12 60 130
8 13 63 235
8 14 0 161
8 15 98 184
8 16 51 254
8 17 16 90
8 18 90 97
8 19 151 93
8 20 80 211
8 21 137 127
8 22 77 132
8 23 21 188
8 24 67 219
8 25 84 170
8 26 0 159
8 27 75 133
8 28 38 148
8 29 28 135
8 30 81 261
8 31 0 193
8 32 43 157
8 33 54 238
8 34 0 27
8 35 106 219
8 36 0 236
8 37 0 189
8 38 17 210
8 39 7 233
8 40 103 112
8 41 68 91
8 42 0 248
8 43 35 151
8 44 67 63
8 45 48 220
8 46 0 214
8 47 110 167
8 48 56 208
8 49 0 78
8 50 86 148
8 51 129 49
8 52 61 253
8 53 15 269
8 54 47 117
8 55 101 79
8 56 71 225
8 57 64 167
8 58 60 218
8 59 48 203
9 0 21 331
9 1 88 103
9 2 26 322
9 3 25 230
9 4 56 28
9 5 134 159
9 6 0 139
9 7 89 125
9 8 88 94
9 10 49 86
9 11 0 68
9 12 84 47
9 13 67 228
9 14 13 215
9 15 0 90
9 16 29 295
9 17 109 172
9 18 105 175
9 19 67 39
9 20 53 172
9 21 89 141
9 22 73 116
9 23 60 156
9 24 38 262
9 25 120 134
9 26 0 129
9 27 34 167
9 28 15 117
9 29 123 45
9 30 59 203
9 31 0 104
9 32 56 64
9 33 6 273
9 34 102 121
9 35 9 250
9 36 76 268
9 37 40 179
9 38 0 169
9 39 109 209
9 40 65 103
9 41 0 4
9 42 7 268
9 43 0 86
9 44 129 49
9 45 17 206
9 46 133 135
9 47 0 73
9 48 101 133
9 49 0 17
9 50 43 214
9 51 109 142
9 52 29 245
9 53 0 314
9 54 128 86
9 55 66 89
9 56 99 182
9 57 52 148
9 58 90 246
9 59 0 177
10 0 0 359
10 1 137 81
10 2 0 348
10 3 115 174
10 4 150 69
10 5 5 127
10 6 0 195
10 7 130 139
10 8 42 177
10 9 51 86
10 11 0 145
10 12 0 84
10 13 90 222
10 14 0 261
10 15 48 18
10 16 8 323
10 17 0 243
10 18 63 243
10 19 40 89
10 20 0 144
10 21 0 173
10 22 0 132
10 23 0 141
10 24 0 296
10 25 120 121
10 26 109 126
10 27 90 206
10 28 112 118
10 29 131 67
10 30 118 147
10 31 175 17
10 32 183 56
10 33 58 298
10 34 53 203
10 35 0 274
10 36 21 291
10 37 14 179
10 38 72 140
10 39 37 189
10 40 84 132
10 41 94 88
10 42 18 281
10 43 107 65
10 44 87 134
10 45 106 197
10 46 72 62
10 47 0 32
10 48 6 67
10 49 38 101
10 50 0 270
10 51 0 222
10 52 57 236
10 53 0 346
10 54 14 106
10 55 0 140
10 56 0 147
10 57 0 149
10 58 30 268
10 59 0 161
11 0 0 282
11 1 15 170
11 2 18 274
11 3 75 250
11 4 0 76
11 5 0 171
11 6 124 80
11 7 8 109
11 8 15 35
11 9 143 68
11 10 129 145
11 12 0 110
11 13 41 209
11 14 71 158
11 15 21 153
11 16 24 246
11 17 85 104
11 18 0 108
11 19 0 59
11 20 77 178
11 21 43 105
11 22 138 101
11 23 0 156
11 24 41 211
11 25 31 137
11 26 140 127
11 27 0 119
11 28 0 115
11 29 37 112
11 30 46 226
11 31 45 161
11 32 27 132
11 33 88 227
11 34 0 59
11 35 33 206
11 36 82 224
11 37 33 162
11 38 0 177
11 39 40 203
11 40 84 81
11 41 0 64
11 42 8 231
11 43 158 115
11 44 0 57
11 45 93 192
11 46 19 179
11 47 57 139
11 48 121 173
11 49 112 52
11 50 83 151
11 51 0 77
11 52 19 227
11 53 75 263
11 54 112 83
11 55 43 51
11 56 27 192
11 57 113 137
11 58 78 204
11 59 92 173
12 0 0 378
12 1 92 62
12 2 12 368
12 3 10 251
12 4 44 64
12 5 0 189
12 6 105 185
12 7 0 167
12 8 80 130
12 9 0 47
12 10 12 84
12 11 0 110
12 13 5 268
12 14 10 262
12 15 107 78
12 16 31 341
12 17 107 214
12 18 17 219
12 19 61 83
12 20 64 204
12 21 47 187
12 22 98 158
12 23 0 192
12 24 23 309
12 25 33 169
12 26 0 168
12 27 10 214
12 28 0 155
12 29 33 17
12 30 66 223
12 31 0 100
12 32 46 34
12 33 0 319
12 34 134 157
12 35 0 295
12 36 20 314
12 37 48 219
12 38 17 200
12 39 39 244
12 40 43 147
12 41 5 50
12 42 50 312
12 43 0 114
12 44 43 70
12 45 21 244
12 46 49 144
12 47 0 56
12 48 9 146
12 49 66 60
12 50 5 260
12 51 13 179
12 52 0 285
12 53 3 361
12 54 131 127
12 55 0 136
12 56 56 212
12 57 96 188
12 58 58 291
12 59 53 213
13 0 124 164
13 1 55 299
13 2 0 150
13 3 134 135
13 4 31 204
13 5 0 102
13 6 89 159
13 7 22 105
13 8 95 235
13 9 60 228
13 10 31 222
13 11 63 209
13 12 48 268
13 14 91 145
13 15 83 241
13 16 14 136
13 17 4 212
13 18 77 202
13 19 11 189
13 20 0 85
13 21 31 108
13 22 0 114
13 23 12 81
13 24 0 128
13 25 0 102
13 26 156 101
13 27 102 116
13 28 93 113
13 29 43 256
13 30 0 135
13 31 36 222
13 32 30 262
13 33 73 110
13 34 59 241
13 35 33 93
13 36 147 101
13 37 173 50
13 38 0 90
13 39 0 44
13 40 128 130
13 41 33 226
13 42 0 75
13 43 79 160
13 44 67 257
13 45 121 26
13 46 68 187
13 47 0 247
13 48 39 174
13 49 94 225
13 50 0 176
13 51 40 241
13 52 195 18
13 53 27 159
13 54 35 143
13 55 82 158
13 56 14 92
13 57 0 80
13 58 0 85
13 59 115 62
14 0 11 128
14 1 0 315
14 2 88 123
14 3 60 263
14 4 0 206
14 5 7 195
14 6 86 78
14 7 23 130
14 8 130 161
14 9 101 215
14 10 0 261
14 11 20 158
14 12 54 262
14 13 63 145
14 15 0 277
14 16 0 95
14 17 0 91
14 18 150 79
14 19 12 183
14 20 107 187
14 21 86 91
14 22 68 134
14 23 126 164
14 24 146 60
14 25 0 167
14 26 8 154
14 27 25 56
14 28 82 155
14 29 85 258
14 30 33 251
14 31 0 271
14 32 34 274
14 33 111 85
14 34 0 151
14 35 154 74
14 36 0 87
14 37 0 131
14 38 5 190
14 39 55 174
14 40 0 129
14 41 36 211
14 42 80 111
14 43 0 201
14 44 90 214
14 45 140 149
14 46 47 260
14 47 63 271
14 48 0 247
14 49 0 202
14 50 0 32
14 51 131 138
14 52 52 158
14 53 144 108
14 54 41 155
14 55 95 127
14 56 53 202
14 57 97 138
14 58 0 78
14 59 48 163
15 0 0 377
15 1 128 64
15 2 21 365
15 3 33 189
15 4 132 78
15 5 12 145
15 6 16 209
15 7 3 156
15 8 95 184
15 9 133 90
15 10 127 18
15 11 136 153
15 12 124 78
15 13 44 241
15 14 20 277
15 16 0 340
15 17 47 254
15 18 37 255
15 19 20 100
15 20 61 162
15 21 4 189
15 22 0 149
15 23 115 159
15 24 0 313
15 25 140 139
15 26 0 144
15 27 0 222
15 28 118 135
15 29 111 62
15 30 0 162
15 31 0 26
15 32 21 46
15 33 17 315
15 34 54 210
15 35 14 291
15 36 11 308
15 37 110 197
15 38 0 157
15 39 96 207
15 40 22 148
15 41 0 93
15 42 4 299
15 43 74 83
15 44 14 136
15 45 0 215
15 46 142 76
15 47 133 22
15 48 0 82
15 49 118 106
15 50 36 284
15 51 13 230
15 52 57 255
15 53 14 363
15 54 23 122
15 55 17 154
15 56 0 164
15 57 117 167
15 58 9 286
15 59 112 179
16 0 89 37
16 1 0 388
16 2 136 29
16 3 67 270
16 4 13 280
16 5 0 225
16 6 30 167
16 7 59 184
16 8 85 254
16 9 52 295
16 10 45 323
16 11 61 246
16 12 0 341
16 13 0 136
16 14 18 95
16 15 27 340
16 17 113 185
16 18 27 173
16 19 64 258
16 20 107 211
16 21 53 155
16 22 73 191
16 23 108 196
16 24 88 35
16 25 51 209
16 26 0 199
16 27 50 128
16 28 104 206
16 29 22 334
16 30 4 269
16 31 0 329
16 32 28 347
16 33 98 26
16 34 0 245
16 35 190 50
16 36 35 35
16 37 0 154
16 38 64 215
16 39 16 179
16 40 48 196
16 41 65 291
16 42 0 63
16 43 75 258
16 44 0 302
16 45 14 155
16 46 12 305
16 47 29 340
16 48 23 292
16 49 56 284
16 50 79 120
16 51 53 233
16 52 0 138
16 53 194 24
16 54 81 220
16 55 74 206
16 56 87 222
16 57 0 177
16 58 118 57
16 59 93 185
17 0 5 216
17 1 18 274
17 2 78 213
17 3 40 302
17 4 39 175
17 5 60 224
17 6 61 60
17 7 107 148
17 8 0 90
17 9 32 172
17 10 74 243
17 11 7 104
17 12 45 214
17 13 108 212
17 14 123 91
17 15 21 254
17 16 5 185
17 18 178 12
17 19 40 154
17 20 77 223
17 21 128 114
17 22 38 146
17 23 15 197
17 24 0 150
17 25 24 189
17 26 106 174
17 27 82 96
17 28 58 169
17 29 30 216
17 30 46 283
17 31 0 257
17 32 39 236
17 33 106 175
17 34 99 70
17 35 44 163
17 36 0 177
17 37 12 179
17 38 79 224
17 39 101 227
17 40 0 130
17 41 132 168
17 42 98 198
17 43 7 196
17 44 75 152
17 45 0 206
17 46 61 263
17 47 86 241
17 48 8 253
17 49 28 156
17 50 46 66
17 51 182 51
17 52 34 228
17 53 36 195
17 54 89 150
17 55 56 106
17 56 55 238
17 57 0 170
17 58 48 164
17 59 0 205
18 0 68 204
18 1 69 278
18 2 107 201
18 3 41 295
18 4 27 177
18 5 0 218
18 6 77 54
18 7 51 142
18 8 0 97
18 9 0 175
18 10 0 243
18 11 109 108
18 12 0 219
18 13 44 202
18 14 157 79
18 15 16 255
18 16 0 173
18 17 92 12
18 19 22 155
18 20 0 216
18 21 82 107
18 22 116 141
18 23 14 191
18 24 93 138
18 25 42 183
18 26 42 169
18 27 87 86
18 28 0 164
18 29 88 220
18 30 0 278
18 31 81 256
18 32 89 239
18 33 113 164
18 34 79 79
18 35 20 151
18 36 133 165
18 37 88 171
18 38 40 217
18 39 19 219
18 40 18 126
18 41 0 172
18 42 59 186
18 43 77 194
18 44 0 159
18 45 5 198
18 46 66 260
18 47 65 243
18 48 0 250
18 49 104 160
18 50 35 55
18 51 0 62
18 52 0 218
18 53 16 183
18 54 26 148
18 55 89 105
18 56 98 232
18 57 117 163
18 58 0 153
18 59 42 198
19 0 48 295
19 1 84 132
19 2 27 285
19 3 0 201
19 4 170 23
19 5 32 126
19 6 0 110
19 7 12 85
19 8 169 93
19 9 164 39
19 10 41 89
19 11 58 59
19 12 159 83
19 13 44 189
19 14 68 183
19 15 149 100
19 16 49 258
19 17 33 154
19 18 0 155
19 20 64 137
19 21 95 104
19 22 162 76
19 23 104 119
19 24 31 227
19 25 160 97
19 26 82 92
19 27 68 132
19 28 138 79
19 29 30 76
19 30 0 175
19 31 133 104
19 32 159 91
19 33 81 236
19 34 74 118
19 35 57 212
19 36 65 230
19 37 65 140
19 38 94 135
19 39 28 171
19 40 153 64
19 41 111 36
19 42 49 229
19 43 0 60
19 44 50 75
19 45 121 167
19 46 139 121
19 47 0 90
19 48 0 115
19 49 116 37
19 50 18 186
19 51 0 135
19 52 45 206
19 53 23 279
19 54 19 46
19 55 54 56
19 56 112 149
19 57 44 110
19 58 105 208
19 59 0 139
20 0 29 244
20 1 68 223
20 2 40 230
20 3 153 79
20 4 51 144
20 5 0 17
20 6 12 163
20 7 174 76
20 8 17 211
20 9 12 172
20 10 116 144
20 11 34 178
20 12 104 204
20 13 137 85
20 14 38 187
20 15 62 162
20 16 107 211
20 17 25 223
20 18 4 216
20 19 140 137
20 21 77 109
20 22 6 81
20 23 13 26
20 24 24 195
20 25 28 41
20 26 0 52
20 27 28 138
20 28 3 63
20 29 25 189
20 30 0 64
20 31 81 141
20 32 84 191
20 33 101 185
20 34 0 227
20 35 51 163
20 36 0 176
20 37 181 59
20 38 0 5
20 39 37 46
20 40 28 100
20 41 81 170
20 42 101 156
20 43 137 89
20 44 58 212
20 45 90 60
20 46 97 102
20 47 4 172
20 48 25 89
20 49 93 174
20 50 0 211
20 51 40 234
20 52 81 96
20 53 0 235
20 54 0 96
20 55 145 133
20 56 190 16
20 57 167 53
20 58 65 155
20 59 0 27
21 0 91 192
21 1 0 233
21 2 95 182
21 3 43 188
21 4 0 125
21 5 0 112
21 6 11 56
21 7 193 40
21 8 142 127
21 9 92 141
21 10 101 173
21 11 22 105
21 12 0 187
21 13 81 108
21 14 0 91
21 15 108 189
21 16 0 155
21 17 98 114
21 18 120 107
21 19 0 104
21 20 61 109
21 22 86 43
21 23 169 84
21 24 102 125
21 25 107 80
21 26 71 66
21 27 175 35
21 28 109 65
21 29 0 180
21 30 10 172
21 31 0 181
21 32 42 193
21 33 109 132
21 34 11 133
21 35 69 109
21 36 95 127
21 37 122 67
21 38 95 111
21 39 78 114
21 40 102 42
21 41 105 138
21 42 0 128
21 43 14 110
21 44 69 157
21 45 88 96
21 46 0 169
21 47 89 186
21 48 0 157
21 49 134 132
21 50 153 107
21 51 51 135
21 52 132 126
21 53 0 176
21 54 32 67
21 55 90 56
21 56 124 125
21 57 0 56
21 58 149 105
21 59 76 91
22 0 0 228
22 1 101 198
22 2 65 217
22 3 39 158
22 4 147 94
22 5 128 79
22 6 0 86
22 7 81 9
22 8 0 132
22 9 136 116
22 10 16 132
22 11 34 101
22 12 87 158
22 13 69 114
22 14 0 134
22 15 0 149
22 16 29 191
22 17 9 146
22 18 81 141
22 19 46 76
22 20 68 81
22 21 123 43
22 23 114 56
22 24 102 164
22 25 50 43
22 26 46 29
22 27 14 77
22 28 64 24
22 29 19 148
22 30 0 138
22 31 138 139
22 32 0 158
22 33 13 167
22 34 0 146
22 35 58 143
22 36 36 160
22 37 10 64
22 38 76 81
22 39 154 102
22 40 98 20
22 41 64 113
22 42 138 155
22 43 10 68
22 44 77 144
22 45 0 93
22 46 141 127
22 47 103 149
22 48 0 115
22 49 0 111
22 50 0 149
22 51 0 153
22 52 0 131
22 53 107 214
22 54 170 31
22 55 104 52
22 56 51 96
22 57 92 36
22 58 31 137
22 59 161 72
23 0 24 230
23 1 71 218
23 2 76 217
23 3 95 105
23 4 134 130
23 5 63 31
23 6 47 137
23 7 157 51
23 8 91 188
23 9 97 156
23 10 55 141
23 11 23 156
23 12 103 192
23 13 0 81
23 14 49 164
23 15 0 159
23 16 21 196
23 17 27 197
23 18 4 191
23 19 63 119
23 20 99 26
23 21 94 84
23 22 96 56
23 24 49 177
23 25 0 23
23 26 86 29
23 27 143 113
23 28 0 41
23 29 56 179
23 30 57 88
23 31 0 142
23 32 94 183
23 33 0 170
23 34 59 202
23 35 0 147
23 36 0 161
23 37 0 42
23 38 200 27
23 39 115 53
23 40 178 76
23 41 59 154
23 42 120 145
23 43 92 80
23 44 56 193
23 45 118 55
23 46 0 109
23 47 0 166
23 48 117 96
23 49 93 156
23 50 0 187
23 51 3 209
23 52 79 96
23 53 0 220
23 54 165 75
23 55 15 109
23 56 0 41
23 57 39 28
23 58 68 140
23 59 100 21
24 0 159 70
24 1 17 358
24 2 0 64
24 3 0 261
24 4 0 249
24 5 60 207
24 6 49 133
24 7 49 158
24 8 12 219
24 9 29 262
24 10 0 296
24 11 0 211
24 12 0 309
24 13 0 128
24 14 26 60
24 15 56 313
24 16 15 35
24 17 41 150
24 18 0 138
24 19 52 227
24 20 32 195
24 21 0 125
24 22 100 164
24 23 53 177
24 25 117 186
24 26 103 176
24 27 0 95
24 28 17 181
24 29 57 303
24 30 70 256
24 31 54 303
24 32 29 317
24 33 172 30
24 34 64 210
24 35 181 36
24 36 24 36
24 37 39 136
24 38 115 199
24 39 47 168
24 40 65 166
24 41 0 259
24 42 171 68
24 43 95 232
24 44 0 268
24 45 31 143
24 46 0 283
24 47 23 311
24 48 62 270
24 49 66 251
24 50 78 86
24 51 103 198
24 52 0 135
24 53 66 52
24 54 107 191
24 55 3 173
24 56 56 207
24 57 19 155
24 58 0 44
24 59 0 168
25 0 67 244
25 1 24 197
25 2 9 231
25 3 138 116
25 4 71 107
25 5 47 36
25 6 52 129
25 7 0 41
25 8 37 170
25 9 0 134
25 10 5 121
25 11 0 137
25 12 0 169
25 13 66 102
25 14 7 167
25 15 65 139
25 16 0 209
25 17 73 189
25 18 36 183
25 19 136 97
25 20 66 41
25 21 163 80
25 22 185 43
25 23 51 23
25 24 28 186
25 26 68 14
25 27 50 112
25 28 118 22
25 29 104 156
25 30 26 95
25 31 24 123
25 32 0 161
25 33 8 183
25 34 62 187
25 35 15 159
25 36 88 175
25 37 136 58
25 38 0 40
25 39 167 75
25 40 183 61
25 41 0 132
25 42 0 162
25 43 17 58
25 44 84 171
25 45 149 77
25 46 148 96
25 47 69 145
25 48 152 83
25 49 148 134
25 50 0 186
25 51 21 196
25 52 67 117
25 53 96 233
25 54 140 55
25 55 22 93
25 56 149 55
25 57 179 32
25 58 27 152
25 59 185 44
26 0 49 235
26 1 87 199
26 2 67 223
26 3 24 129
26 4 28 104
26 5 178 50
26 6 52 115
26 7 34 27
26 8 51 159
26 9 0 129
26 10 146 126
26 11 119 127
26 12 17 168
26 13 63 101
26 14 18 154
26 15 26 144
26 16 41 199
26 17 52 174
26 18 67 169
26 19 169 92
26 20 185 52
26 21 161 66
26 22 119 29
26 23 105 29
26 24 0 176
26 25 42 14
26 27 158 99
26 28 59 13
26 29 104 156
26 30 83 109
26 31 80 130
26 32 103 162
26 33 14 174
26 34 119 174
26 35 132 150
26 36 10 166
26 37 111 53
26 38 0 52
26 39 90 80
26 40 0 48
26 41 40 127
26 42 115 155
26 43 0 61
26 44 25 164
26 45 155 77
26 46 100 108
26 47 62 148
26 48 13 95
26 49 0 128
26 50 104 172
26 51 33 182
26 52 52 117
26 53 94 223
26 54 73 46
26 55 119 81
26 56 98 67
26 57 0 23
26 58 71 143
26 59 138 48
27 0 68 165
27 1 24 263
27 2 78 156
27 3 42 216
27 4 100 154
27 5 101 143
27 6 106 47
27 7 47 74
27 8 11 133
27 9 109 167
27 10 112 206
27 11 0 119
27 12 0 214
27 13 82 116
27 14 0 56
27 15 54 222
27 16 0 128
27 17 120 96
27 18 50 86
27 19 104 132
27 20 82 138
